id,fecha,modulo,descripcion,rol_usuario,sede
2866,7/1/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 32s,Farmacia,Quito
2867,8/16/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Cuenca
2868,1/26/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Quito
2869,5/26/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Cuenca
2870,7/21/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Guayaquil
2871,10/30/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Ambato
2872,1/5/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito
2873,1/14/2025,Facturacion,Retraso de 10s al procesar el pago con tarjeta de credito,Paciente,Ambato
2874,4/21/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Guayaquil
2875,5/7/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Quito
2876,1/26/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Quito
2877,3/13/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Quito
2878,9/6/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Quito
2879,7/1/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Cuenca
2880,7/21/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Quito
2881,12/8/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Guayaquil
2882,8/7/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil
2883,6/7/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Medico,Ambato
2884,6/6/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 29s,Medico,Ambato
2885,4/1/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Ambato
2886,1/30/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Ambato
2887,5/11/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Quito
2888,6/19/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Enfermeria,Quito
2889,4/5/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Manta
2890,5/20/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Quito
2891,4/27/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Guayaquil
2892,3/27/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Guayaquil
2893,3/6/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Cuenca
2894,7/28/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil
2895,1/6/2025,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Quito
2896,2/18/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Quito
2897,5/13/2025,Laboratorio,Retraso de 31s en la disponibilidad de resultados criticos,Enfermeria,Quito
2898,6/3/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Cuenca
2899,8/1/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Ambato
2900,6/5/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Quito
2901,9/19/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Ambato
2902,9/4/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Guayaquil
2903,6/20/2025,Facturacion,Retraso de 35s al procesar el pago con tarjeta de credito,Admision,Manta
2904,3/8/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Cuenca
2905,6/15/2025,Telemedicina,Videollamada se corta a los 2 minutos,Paciente,Guayaquil
2906,2/7/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Ambato
2907,7/15/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito
2908,10/6/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Ambato
2909,3/18/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Cuenca
2910,5/9/2025,Laboratorio,Retraso de 33s en la disponibilidad de resultados criticos,Medico,Quito
2911,10/7/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Quito
2912,5/3/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Quito
2913,4/23/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Quito
2914,12/13/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Guayaquil
2915,7/26/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Guayaquil
2916,3/16/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Guayaquil
2917,2/17/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Guayaquil
2918,6/15/2025,Facturacion,El sistema no permite anular una factura emitida por error,Paciente,Cuenca
2919,5/30/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito
2920,1/23/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Quito
2921,11/4/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito
2922,5/25/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito
2923,5/3/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Guayaquil
2924,7/1/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Quito
2925,4/30/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Ambato
2926,10/21/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Cuenca
2927,9/8/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Ambato
2928,8/29/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Manta
2929,2/26/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Ambato
2930,7/14/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Enfermeria,Ambato
2931,4/30/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Guayaquil
2932,12/11/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Guayaquil
2933,2/21/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Manta
2934,10/20/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Guayaquil
2935,9/15/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Ambato
2936,6/4/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 19 minutos,Gerencia,Cuenca
2937,4/25/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito
2938,10/31/2025,HCE,Nota de evolucion tarda 22s en guardarse,Medico,Cuenca
2939,7/23/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Quito
2940,3/3/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Ambato
2941,1/14/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Guayaquil
2942,2/4/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Manta
2943,8/18/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Quito
2944,1/26/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Cuenca
2945,4/11/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Manta
2946,5/9/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito
2947,2/11/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Quito
2948,12/5/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Ambato
2949,9/7/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Guayaquil
2950,2/7/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Ambato
2951,12/10/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Quito
2952,2/20/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Ambato
2953,4/12/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Quito
2954,8/9/2025,HCE,Nota de evolucion tarda 27s en guardarse,Medico,Quito
2955,10/14/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Quito
2956,2/22/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Quito
2957,8/2/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito
2958,5/11/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Manta
2959,5/12/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Ambato
2960,7/31/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Ambato
2961,4/7/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Guayaquil
2962,7/28/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Manta
2963,9/5/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Guayaquil
2964,3/25/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Cuenca
2965,6/16/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Cuenca
2966,10/1/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Quito
2967,7/26/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Quito
2968,5/12/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Cuenca
2969,10/6/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Ambato
2970,1/20/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Ambato
2971,5/26/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Guayaquil
2972,10/28/2025,Portal Citas,Tiempo de espera en el portal supera los 27s en horas pico,Admision,Quito
2973,5/8/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Cuenca
2974,10/27/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Ambato
2975,12/18/2025,Laboratorio,Retraso de 20s en la disponibilidad de resultados criticos,Medico,Ambato
2976,11/3/2025,Facturacion,Retraso de 25s al procesar el pago con tarjeta de credito,Paciente,Manta
2977,2/22/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Guayaquil
2978,7/29/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Guayaquil
2979,1/19/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Guayaquil
2980,2/11/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Guayaquil
2981,7/7/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Quito
2982,5/27/2025,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Ambato
2983,1/19/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Cuenca
2984,4/24/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Guayaquil
2985,7/30/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Cuenca
2986,8/23/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Ambato
2987,9/21/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 15s,Medico,Guayaquil
2988,2/7/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Manta
2989,10/6/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Guayaquil
2990,9/6/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Guayaquil
2991,3/2/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Manta
2992,1/27/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Guayaquil
2993,9/27/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Cuenca
2994,11/20/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Guayaquil
2995,5/13/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Quito
2996,6/16/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Quito
2997,3/4/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Cuenca
2998,11/21/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito
2999,11/30/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Guayaquil
3000,12/1/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Manta
3001,4/25/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Enfermeria,Cuenca
3002,6/1/2025,Facturacion,Retraso de 19s al procesar el pago con tarjeta de credito,Paciente,Quito
3003,9/11/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Quito
3004,12/15/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito
3005,1/16/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Enfermeria,Ambato
3006,8/11/2025,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Guayaquil
3007,5/25/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Manta
3008,8/17/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Guayaquil
3009,11/20/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Ambato
3010,4/15/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Quito
3011,1/9/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Quito
3012,8/19/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Cuenca
3013,2/9/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Quito
3014,11/24/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Quito
3015,9/28/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Cuenca
3016,2/28/2025,HCE,Tiempo de carga de la ficha clinica supera los 31s en horas pico,Medico,Quito
3017,6/4/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito
3018,11/3/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Guayaquil
3019,10/19/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Ambato
3020,6/16/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Guayaquil
3021,5/18/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Cuenca
3022,9/8/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Manta
3023,5/30/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Quito
3024,8/7/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Cuenca
3025,7/11/2025,Laboratorio,Retraso de 31s en la disponibilidad de resultados criticos,Medico,Cuenca
